Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
644.00	36.490	0.69557	1.4377	37.445	42.691	121.56	40.058	49.541	611.00	0.26099	23.508	0.075982	vapor
645.00	36.490	0.69440	1.4401	37.486	42.740	121.64	40.094	49.571	611.47	0.25981	23.545	0.076082	vapor
646.00	36.490	0.69323	1.4425	37.526	42.790	121.71	40.130	49.601	611.94	0.25865	23.582	0.076182	vapor
647.00	36.490	0.69206	1.4450	37.567	42.840	121.79	40.167	49.632	612.41	0.25749	23.620	0.076281	vapor
648.00	36.490	0.69090	1.4474	37.608	42.889	121.87	40.203	49.662	612.88	0.25633	23.657	0.076380	vapor
649.00	36.490	0.68974	1.4498	37.649	42.939	121.94	40.239	49.692	613.34	0.25518	23.694	0.076477	vapor
650.00	36.490	0.68859	1.4522	37.689	42.989	122.02	40.275	49.723	613.81	0.25404	23.731	0.076574	vapor
651.00	36.490	0.68744	1.4547	37.730	43.038	122.10	40.312	49.753	614.28	0.25291	23.769	0.076669	vapor
652.00	36.490	0.68629	1.4571	37.771	43.088	122.17	40.348	49.784	614.74	0.25178	23.806	0.076764	vapor
653.00	36.490	0.68515	1.4595	37.812	43.138	122.25	40.385	49.815	615.21	0.25066	23.843	0.076858	vapor
654.00	36.490	0.68401	1.4620	37.853	43.188	122.33	40.421	49.845	615.67	0.24954	23.880	0.076951	vapor
655.00	36.490	0.68288	1.4644	37.894	43.238	122.40	40.458	49.876	616.13	0.24843	23.917	0.077043	vapor
656.00	36.490	0.68175	1.4668	37.935	43.288	122.48	40.494	49.907	616.60	0.24733	23.954	0.077135	vapor
657.00	36.490	0.68063	1.4692	37.976	43.338	122.55	40.531	49.938	617.06	0.24623	23.992	0.077225	vapor
658.00	36.490	0.67951	1.4717	38.017	43.387	122.63	40.567	49.969	617.52	0.24514	24.029	0.077314	vapor
659.00	36.490	0.67839	1.4741	38.059	43.437	122.71	40.604	50.000	617.98	0.24406	24.066	0.077403	vapor
660.00	36.490	0.67728	1.4765	38.100	43.487	122.78	40.640	50.031	618.44	0.24298	24.103	0.077491	vapor
661.00	36.490	0.67617	1.4789	38.141	43.538	122.86	40.677	50.063	618.90	0.24190	24.140	0.077577	vapor
662.00	36.490	0.67506	1.4813	38.182	43.588	122.93	40.714	50.094	619.36	0.24084	24.177	0.077663	vapor
663.00	36.490	0.67396	1.4838	38.223	43.638	123.01	40.750	50.125	619.82	0.23978	24.214	0.077748	vapor
664.00	36.490	0.67287	1.4862	38.265	43.688	123.08	40.787	50.157	620.28	0.23872	24.251	0.077832	vapor
665.00	36.490	0.67177	1.4886	38.306	43.738	123.16	40.824	50.188	620.74	0.23767	24.288	0.077915	vapor
666.00	36.490	0.67068	1.4910	38.348	43.788	123.23	40.860	50.220	621.19	0.23663	24.325	0.077996	vapor
667.00	36.490	0.66960	1.4934	38.389	43.838	123.31	40.897	50.251	621.65	0.23559	24.362	0.078077	vapor
668.00	36.490	0.66852	1.4958	38.430	43.889	123.39	40.934	50.283	622.11	0.23456	24.399	0.078157	vapor
669.00	36.490	0.66744	1.4983	38.472	43.939	123.46	40.971	50.315	622.56	0.23353	24.436	0.078236	vapor
670.00	36.490	0.66637	1.5007	38.513	43.989	123.54	41.008	50.346	623.02	0.23251	24.473	0.078314	vapor
671.00	36.490	0.66530	1.5031	38.555	44.040	123.61	41.044	50.378	623.47	0.23150	24.510	0.078391	vapor
672.00	36.490	0.66423	1.5055	38.597	44.090	123.69	41.081	50.410	623.92	0.23049	24.547	0.078467	vapor
673.00	36.490	0.66317	1.5079	38.638	44.141	123.76	41.118	50.442	624.38	0.22948	24.584	0.078542	vapor
674.00	36.490	0.66211	1.5103	38.680	44.191	123.84	41.155	50.474	624.83	0.22848	24.621	0.078616	vapor
675.00	36.490	0.66105	1.5127	38.722	44.242	123.91	41.192	50.506	625.28	0.22749	24.658	0.078689	vapor
676.00	36.490	0.66000	1.5152	38.763	44.292	123.99	41.229	50.538	625.73	0.22650	24.695	0.078761	vapor
677.00	36.490	0.65895	1.5176	38.805	44.343	124.06	41.266	50.570	626.19	0.22552	24.732	0.078832	vapor
678.00	36.490	0.65791	1.5200	38.847	44.393	124.14	41.303	50.602	626.64	0.22454	24.769	0.078902	vapor
679.00	36.490	0.65687	1.5224	38.889	44.444	124.21	41.340	50.635	627.09	0.22357	24.806	0.078970	vapor
680.00	36.490	0.65583	1.5248	38.930	44.494	124.28	41.377	50.667	627.54	0.22260	24.843	0.079038	vapor
681.00	36.490	0.65479	1.5272	38.972	44.545	124.36	41.414	50.699	627.98	0.22164	24.880	0.079104	vapor
682.00	36.490	0.65376	1.5296	39.014	44.596	124.43	41.451	50.732	628.43	0.22069	24.916	0.079170	vapor
683.00	36.490	0.65274	1.5320	39.056	44.647	124.51	41.488	50.764	628.88	0.21973	24.953	0.079234	vapor
684.00	36.490	0.65171	1.5344	39.098	44.697	124.58	41.526	50.797	629.33	0.21879	24.990	0.079298	vapor
685.00	36.490	0.65069	1.5368	39.140	44.748	124.66	41.563	50.829	629.77	0.21785	25.027	0.079360	vapor
686.00	36.490	0.64968	1.5392	39.182	44.799	124.73	41.600	50.862	630.22	0.21691	25.064	0.079421	vapor
687.00	36.490	0.64866	1.5416	39.224	44.850	124.80	41.637	50.895	630.67	0.21598	25.100	0.079481	vapor
688.00	36.490	0.64765	1.5440	39.267	44.901	124.88	41.674	50.927	631.11	0.21506	25.137	0.079540	vapor
689.00	36.490	0.64665	1.5464	39.309	44.952	124.95	41.711	50.960	631.56	0.21413	25.174	0.079598	vapor
690.00	36.490	0.64564	1.5488	39.351	45.003	125.03	41.749	50.993	632.00	0.21322	25.211	0.079655	vapor
691.00	36.490	0.64464	1.5512	39.393	45.054	125.10	41.786	51.026	632.44	0.21231	25.248	0.079710	vapor
692.00	36.490	0.64365	1.5536	39.436	45.105	125.17	41.823	51.059	632.89	0.21140	25.284	0.079764	vapor
693.00	36.490	0.64265	1.5560	39.478	45.156	125.25	41.860	51.092	633.33	0.21050	25.321	0.079818	vapor
694.00	36.490	0.64166	1.5584	39.520	45.207	125.32	41.898	51.125	633.77	0.20960	25.358	0.079870	vapor
695.00	36.490	0.64068	1.5608	39.563	45.258	125.39	41.935	51.158	634.22	0.20871	25.394	0.079921	vapor
696.00	36.490	0.63969	1.5632	39.605	45.309	125.47	41.972	51.191	634.66	0.20782	25.431	0.079970	vapor
697.00	36.490	0.63871	1.5656	39.647	45.360	125.54	42.010	51.224	635.10	0.20694	25.468	0.080019	vapor
698.00	36.490	0.63774	1.5680	39.690	45.412	125.62	42.047	51.257	635.54	0.20606	25.504	0.080066	vapor
699.00	36.490	0.63676	1.5704	39.732	45.463	125.69	42.084	51.290	635.98	0.20519	25.541	0.080112	vapor
700.00	36.490	0.63579	1.5728	39.775	45.514	125.76	42.122	51.323	636.42	0.20432	25.578	0.080157	vapor
